year,round,circuit,driver,constructor,quali_position
2021,2,imola,giovinazzi,alfa,17
2021,2,imola,mick_schumacher,haas,18
2021,2,imola,mazepin,haas,19
2021,2,imola,tsunoda,alphatauri,20
2021,3,portimao,bottas,mercedes,1
2021,3,portimao,hamilton,mercedes,2
2021,3,portimao,max_verstappen,red_bull,3
2021,3,portimao,perez,red_bull,4
2021,3,portimao,sainz,ferrari,5
2021,3,portimao,ocon,alpine,6
2021,3,portimao,norris,mclaren,7
2021,3,portimao,leclerc,ferrari,8
2021,3,portimao,gasly,alphatauri,9
2021,3,portimao,vettel,aston_martin,10
2021,3,portimao,russell,williams,11
2021,3,portimao,giovinazzi,alfa,12
2021,3,portimao,alonso,alpine,13
2021,3,portimao,tsunoda,alphatauri,14
2021,3,portimao,raikkonen,alfa,15
2021,3,portimao,ricciardo,mclaren,16
2021,3,portimao,stroll,aston_martin,17
2021,3,portimao,latifi,williams,18
2021,3,portimao,mick_schumacher,haas,19
2021,3,portimao,mazepin,haas,20
2021,4,catalunya,hamilton,mercedes,1
2021,4,catalunya,max_verstappen,red_bull,2
2021,4,catalunya,bottas,mercedes,3
2021,4,catalunya,leclerc,ferrari,4
2021,4,catalunya,ocon,alpine,5
2021,4,catalunya,sainz,ferrari,6
2021,4,catalunya,ricciardo,mclaren,7
2021,4,catalunya,perez,red_bull,8
2021,4,catalunya,norris,mclaren,9
2021,4,catalunya,alonso,alpine,10
2021,4,catalunya,stroll,aston_martin,11
2021,4,catalunya,gasly,alphatauri,12
2021,4,catalunya,vettel,aston_martin,13
2021,4,catalunya,giovinazzi,alfa,14
2021,4,catalunya,russell,williams,15
2021,4,catalunya,tsunoda,alphatauri,16
2021,4,catalunya,raikkonen,alfa,17
2021,4,catalunya,mick_schumacher,haas,18
2021,4,catalunya,latifi,williams,19
2021,4,catalunya,mazepin,haas,20
2021,5,monaco,leclerc,ferrari,1
2021,5,monaco,max_verstappen,red_bull,2
2021,5,monaco,bottas,mercedes,3
2021,5,monaco,sainz,ferrari,4
2021,5,monaco,norris,mclaren,5
2021,5,monaco,gasly,alphatauri,6
2021,5,monaco,hamilton,mercedes,7
2021,5,monaco,vettel,aston_martin,8
2021,5,monaco,perez,red_bull,9
2021,5,monaco,giovinazzi,alfa,10
2021,5,monaco,ocon,alpine,11
2021,5,monaco,ricciardo,mclaren,12
2021,5,monaco,stroll,aston_martin,13
2021,5,monaco,raikkonen,alfa,14
2021,5,monaco,russell,williams,15
2021,5,monaco,tsunoda,alphatauri,16
2021,5,monaco,alonso,alpine,17
2021,5,monaco,latifi,williams,18
2021,5,monaco,mazepin,haas,19
2021,6,baku,leclerc,ferrari,1
2022,1,bahrain,leclerc,ferrari,1
2022,1,bahrain,max_verstappen,red_bull,2
2022,1,bahrain,sainz,ferrari,3
2022,1,bahrain,perez,red_bull,4
2022,1,bahrain,hamilton,mercedes,5
2022,1,bahrain,bottas,alfa,6
2022,1,bahrain,kevin_magnussen,haas,7
2022,1,bahrain,alonso,alpine,8
2022,1,bahrain,russell,mercedes,9
2022,1,bahrain,gasly,alphatauri,10
2022,1,bahrain,ocon,alpine,11
2022,1,bahrain,mick_schumacher,haas,12
2022,1,bahrain,norris,mclaren,13
2022,1,bahrain,albon,williams,14
2022,1,bahrain,zhou,alfa,15
2022,1,bahrain,tsunoda,alphatauri,16
2022,1,bahrain,hulkenberg,aston_martin,17
2022,1,bahrain,ricciardo,mclaren,18
2022,1,bahrain,stroll,aston_martin,19
2022,1,bahrain,latifi,williams,20
2022,2,jeddah,perez,red_bull,1
2022,2,jeddah,leclerc,ferrari,2
2022,2,jeddah,sainz,ferrari,3
2022,2,jeddah,max_verstappen,red_bull,4
2022,2,jeddah,ocon,alpine,5
2022,2,jeddah,russell,mercedes,6
2022,2,jeddah,alonso,alpine,7
2022,2,jeddah,bottas,alfa,8
2022,2,jeddah,gasly,alphatauri,9
2022,2,jeddah,kevin_magnussen,haas,10
2022,2,jeddah,norris,mclaren,11
2022,2,jeddah,ricciardo,mclaren,12
2022,2,jeddah,zhou,alfa,13
2022,2,jeddah,mick_schumacher,haas,14
2022,2,jeddah,stroll,aston_martin,15
2022,2,jeddah,hamilton,mercedes,16
2022,2,jeddah,albon,williams,17
2022,2,jeddah,hulkenberg,aston_martin,18
2022,2,jeddah,latifi,williams,19
2022,2,jeddah,tsunoda,alphatauri,20
2022,3,albert_park,leclerc,ferrari,1
2022,3,albert_park,max_verstappen,red_bull,2
2022,3,albert_park,perez,red_bull,3
2022,3,albert_park,norris,mclaren,4
2022,3,albert_park,hamilton,mercedes,5
2022,3,albert_park,russell,mercedes,6
2022,3,albert_park,ricciardo,mclaren,7
2022,3,albert_park,ocon,alpine,8
2022,3,albert_park,sainz,ferrari,9
2022,3,albert_park,alonso,alpine,10
2022,3,albert_park,gasly,alphatauri,11
2022,3,albert_park,bottas,alfa,12
2022,3,albert_park,tsunoda,alphatauri,13
2022,3,albert_park,zhou,alfa,14
2022,3,albert_park,mick_schumacher,haas,15
2022,3,albert_park,albon,williams,16
2022,3,albert_park,kevin_magnussen,haas,17
2022,3,albert_park,vettel,aston_martin,18
2022,3,albert_park,latifi,williams,19
2022,3,albert_park,stroll,aston_martin,20
2022,4,imola,max_verstappen,red_bull,1
2022,4,imola,leclerc,ferrari,2
2022,4,imola,norris,mclaren,3
2022,4,imola,kevin_magnussen,haas,4
2022,4,imola,alonso,alpine,5
2022,4,imola,ricciardo,mclaren,6
2022,4,imola,perez,red_bull,7
2022,4,imola,bottas,alfa,8
2022,4,imola,vettel,aston_martin,9
2022,4,imola,sainz,ferrari,10
2022,4,imola,russell,mercedes,11
2022,4,imola,mick_schumacher,haas,12
2022,4,imola,hamilton,mercedes,13
2022,4,imola,zhou,alfa,14
2022,4,imola,stroll,aston_martin,15
2022,4,imola,tsunoda,alphatauri,16
2022,4,imola,gasly,alphatauri,17
2022,4,imola,latifi,williams,18
2022,4,imola,ocon,alpine,19
2022,4,imola,albon,williams,20
2022,5,miami,leclerc,ferrari,1
2022,5,miami,sainz,ferrari,2
2022,5,miami,max_verstappen,red_bull,3
2022,5,miami,perez,red_bull,4
2022,5,miami,bottas,alfa,5
2022,5,miami,hamilton,mercedes,6
2022,5,miami,gasly,alphatauri,7
2022,5,miami,norris,mclaren,8
2022,5,miami,tsunoda,alphatauri,9
2022,5,miami,stroll,aston_martin,10
2022,5,miami,alonso,alpine,11
2022,5,miami,russell,mercedes,12
2022,5,miami,vettel,aston_martin,13
2022,5,miami,ricciardo,mclaren,14
2022,5,miami,mick_schumacher,haas,15
2022,5,miami,kevin_magnussen,haas,16
2022,5,miami,zhou,alfa,17
2022,5,miami,albon,williams,18
2022,5,miami,latifi,williams,19
2022,5,miami,ocon,alpine,20
2023,1,bahrain,max_verstappen,red_bull,1
2023,1,bahrain,perez,red_bull,2
2023,1,bahrain,leclerc,ferrari,3
2023,1,bahrain,sainz,ferrari,4
2023,1,bahrain,alonso,aston_martin,5
2023,1,bahrain,russell,mercedes,6
2023,1,bahrain,hamilton,mercedes,7
2023,1,bahrain,stroll,aston_martin,8
2023,1,bahrain,ocon,alpine,9
2023,1,bahrain,hulkenberg,haas,10
2023,1,bahrain,norris,mclaren,11
2023,1,bahrain,bottas,alfa,12
2023,1,bahrain,zhou,alfa,13
2023,1,bahrain,tsunoda,alphatauri,14
2023,1,bahrain,albon,williams,15
2023,1,bahrain,sargeant,williams,16
2023,1,bahrain,kevin_magnussen,haas,17
2023,1,bahrain,piastri,mclaren,18
2023,1,bahrain,de_vries,alphatauri,19
2023,1,bahrain,gasly,alpine,20
2023,2,jeddah,perez,red_bull,1
2023,2,jeddah,leclerc,ferrari,2
2023,2,jeddah,alonso,aston_martin,3
2023,2,jeddah,russell,mercedes,4
2023,2,jeddah,sainz,ferrari,5
2023,2,jeddah,stroll,aston_martin,6
2023,2,jeddah,ocon,alpine,7
2023,2,jeddah,hamilton,mercedes,8
2023,2,jeddah,piastri,mclaren,9
2023,2,jeddah,gasly,alpine,10
2023,2,jeddah,hulkenberg,haas,11
2023,2,jeddah,zhou,alfa,12
2023,2,jeddah,kevin_magnussen,haas,13
2023,2,jeddah,bottas,alfa,14
2023,2,jeddah,max_verstappen,red_bull,15
2023,2,jeddah,tsunoda,alphatauri,16
2023,2,jeddah,albon,williams,17
2023,2,jeddah,de_vries,alphatauri,18
2023,2,jeddah,norris,mclaren,19
2023,2,jeddah,sargeant,williams,20
2023,3,albert_park,max_verstappen,red_bull,1
2023,3,albert_park,russell,mercedes,2
2023,3,albert_park,hamilton,mercedes,3
2023,3,albert_park,alonso,aston_martin,4
2023,3,albert_park,sainz,ferrari,5
2023,3,albert_park,stroll,aston_martin,6
2023,3,albert_park,leclerc,ferrari,7
2023,3,albert_park,albon,williams,8
2023,3,albert_park,gasly,alpine,9
2023,3,albert_park,hulkenberg,haas,10
2023,3,albert_park,ocon,alpine,11
2023,3,albert_park,tsunoda,alphatauri,12
2023,3,albert_park,norris,mclaren,13
2023,3,albert_park,kevin_magnussen,haas,14
2023,3,albert_park,de_vries,alphatauri,15
2023,3,albert_park,piastri,mclaren,16
2023,3,albert_park,zhou,alfa,17
2023,3,albert_park,sargeant,williams,18
2023,3,albert_park,bottas,alfa,19
2023,3,albert_park,perez,red_bull,20
2023,4,baku,leclerc,ferrari,1
2023,4,baku,max_verstappen,red_bull,2
2023,4,baku,perez,red_bull,3
2023,4,baku,sainz,ferrari,4
2023,4,baku,hamilton,mercedes,5
2023,4,baku,alonso,aston_martin,6
2023,4,baku,norris,mclaren,7
2023,4,baku,tsunoda,alphatauri,8
2023,4,baku,stroll,aston_martin,9
2023,4,baku,piastri,mclaren,10
2023,4,baku,russell,mercedes,11
2023,4,baku,ocon,alpine,12
2023,4,baku,albon,williams,13
2023,4,baku,bottas,alfa,14
2023,4,baku,sargeant,williams,15
2023,4,baku,zhou,alfa,16
2023,4,baku,hulkenberg,haas,17
2023,4,baku,kevin_magnussen,haas,18
2023,4,baku,gasly,alpine,19
2023,4,baku,de_vries,alphatauri,20
2023,5,miami,perez,red_bull,1
2023,5,miami,alonso,aston_martin,2
2023,5,miami,sainz,ferrari,3
2023,5,miami,kevin_magnussen,haas,4
2023,5,miami,gasly,alpine,5
2023,5,miami,russell,mercedes,6
2023,5,miami,leclerc,ferrari,7
2023,5,miami,ocon,alpine,8
2023,5,miami,max_verstappen,red_bull,9
2023,5,miami,bottas,alfa,10
2023,5,miami,albon,williams,11
2023,5,miami,hulkenberg,haas,12
2023,5,miami,hamilton,mercedes,13
2023,5,miami,zhou,alfa,14
2023,5,miami,de_vries,alphatauri,15
2023,5,miami,norris,mclaren,16
2023,5,miami,tsunoda,alphatauri,17
2023,5,miami,stroll,aston_martin,18
2023,5,miami,piastri,mclaren,19
2023,5,miami,sargeant,williams,20
2024,1,bahrain,max_verstappen,red_bull,1
2024,1,bahrain,leclerc,ferrari,2
2024,1,bahrain,russell,mercedes,3
2024,1,bahrain,sainz,ferrari,4
2024,1,bahrain,perez,red_bull,5
2024,1,bahrain,alonso,aston_martin,6
2024,1,bahrain,norris,mclaren,7
2024,1,bahrain,piastri,mclaren,8
2024,1,bahrain,hamilton,mercedes,9
2024,1,bahrain,hulkenberg,haas,10
2024,1,bahrain,tsunoda,rb,11
2024,1,bahrain,stroll,aston_martin,12
2024,1,bahrain,albon,williams,13
2024,1,bahrain,ricciardo,rb,14
2024,1,bahrain,kevin_magnussen,haas,15
2024,1,bahrain,bottas,sauber,16
2024,1,bahrain,zhou,sauber,17
2024,1,bahrain,sargeant,williams,18
2024,1,bahrain,ocon,alpine,19
2024,1,bahrain,gasly,alpine,20
2024,2,jeddah,max_verstappen,red_bull,1
2024,2,jeddah,leclerc,ferrari,2
2024,2,jeddah,perez,red_bull,3
2024,2,jeddah,alonso,aston_martin,4
2024,2,jeddah,piastri,mclaren,5
2024,2,jeddah,norris,mclaren,6
2024,2,jeddah,russell,mercedes,7
2024,2,jeddah,hamilton,mercedes,8
2024,2,jeddah,tsunoda,rb,9
2024,2,jeddah,stroll,aston_martin,10
2024,2,jeddah,bearman,ferrari,11
2024,2,jeddah,albon,williams,12
2024,2,jeddah,kevin_magnussen,haas,13
2024,2,jeddah,ricciardo,rb,14
2024,2,jeddah,hulkenberg,haas,15
2024,2,jeddah,bottas,sauber,16
2024,2,jeddah,ocon,alpine,17
2024,2,jeddah,gasly,alpine,18
2024,2,jeddah,sargeant,williams,19
2024,2,jeddah,zhou,sauber,20
2024,3,albert_park,max_verstappen,red_bull,1
2024,3,albert_park,sainz,ferrari,2
2024,3,albert_park,perez,red_bull,3
2024,3,albert_park,norris,mclaren,4
2024,3,albert_park,leclerc,ferrari,5
2024,3,albert_park,piastri,mclaren,6
2024,3,albert_park,russell,mercedes,7
2024,3,albert_park,tsunoda,rb,8
2024,3,albert_park,stroll,aston_martin,9
2024,3,albert_park,alonso,aston_martin,10
2024,3,albert_park,hamilton,mercedes,11
2024,3,albert_park,albon,williams,12
2024,3,albert_park,bottas,sauber,13
2024,3,albert_park,kevin_magnussen,haas,14
2024,3,albert_park,ocon,alpine,15
2024,3,albert_park,hulkenberg,haas,16
2024,3,albert_park,gasly,alpine,17
2024,3,albert_park,ricciardo,rb,18
2024,3,albert_park,zhou,sauber,19
2024,4,suzuka,max_verstappen,red_bull,1
2024,4,suzuka,perez,red_bull,2
2024,4,suzuka,norris,mclaren,3
2024,4,suzuka,sainz,ferrari,4
2024,4,suzuka,alonso,aston_martin,5
2024,4,suzuka,piastri,mclaren,6
2024,4,suzuka,hamilton,mercedes,7
2024,4,suzuka,leclerc,ferrari,8
2024,4,suzuka,russell,mercedes,9
2024,4,suzuka,tsunoda,rb,10
2024,4,suzuka,ricciardo,rb,11
2024,4,suzuka,hulkenberg,haas,12
2024,4,suzuka,bottas,sauber,13
2024,4,suzuka,albon,williams,14
2024,4,suzuka,ocon,alpine,15
2024,4,suzuka,stroll,aston_martin,16
2024,4,suzuka,gasly,alpine,17
2024,4,suzuka,kevin_magnussen,haas,18
2024,4,suzuka,sargeant,williams,19
2024,4,suzuka,zhou,sauber,20
2024,5,shanghai,max_verstappen,red_bull,1
2024,5,shanghai,perez,red_bull,2
2024,5,shanghai,alonso,aston_martin,3
2024,5,shanghai,norris,mclaren,4
2024,5,shanghai,piastri,mclaren,5
2024,5,shanghai,leclerc,ferrari,6
2024,5,shanghai,sainz,ferrari,7
2024,5,shanghai,russell,mercedes,8
2024,5,shanghai,hulkenberg,haas,9
2024,5,shanghai,bottas,sauber,10
2024,5,shanghai,stroll,aston_martin,11
2024,5,shanghai,ricciardo,rb,12
2024,5,shanghai,ocon,alpine,13
2024,5,shanghai,albon,williams,14
2024,5,shanghai,gasly,alpine,15
2024,5,shanghai,zhou,sauber,16
2024,5,shanghai,kevin_magnussen,haas,17
2024,5,shanghai,hamilton,mercedes,18
2024,5,shanghai,tsunoda,rb,19
2024,5,shanghai,sargeant,williams,20
2024,6,miami,max_verstappen,red_bull,1
